preset,symbol,total_slots,filled_slots,acceptance_pct,median_rho,far_pct,median_val_return,median_val_dd,median_pf,median_return_dd
robustness_focused,GBPCHF,24,11,45.8333,1.324371,18.181818,4.35,1.32,2.818,3.306931
robustness_focused,GBPJPY,24,18,75.0,1.256835,5.555556,6.14,1.455,1.9385,4.071286
robustness_focused,GBPUSD,24,14,58.3333,1.074588,7.142857,6.7,1.995,1.987,3.625847
robustness_focused,HK50,24,19,79.1667,0.962046,26.315789,12.57,2.93,1.99,5.844504
robustness_focused,JP225,24,19,79.1667,1.213297,15.789474,8.61,2.12,2.012,3.977811
robustness_focused,LTCUSD,24,13,54.1667,1.140227,0.0,8.29,2.26,2.064,3.415929
robustness_focused,NZDJPY,24,15,62.5,1.179515,13.333333,6.7,2.34,1.899,2.791878
robustness_focused,NZDUSD,24,13,54.1667,1.111138,7.692308,6.02,1.97,1.902,2.688889
robustness_focused,SOLUSD,24,11,45.8333,1.019642,0.0,9.35,2.22,2.178,4.026168
robustness_focused,TRXUSD,24,4,16.6667,1.166944,0.0,3.81,0.965,2.636,2.232444
robustness_focused,UK100,24,14,58.3333,1.032016,0.0,6.975,2.175,1.9435,3.65404
robustness_focused,US100,24,19,79.1667,1.216156,15.789474,10.06,1.92,2.205,4.482143
robustness_focused,US30,24,20,83.3333,1.073881,20.0,6.625,2.045,2.1105,4.791667
robustness_focused,US500,24,15,62.5,1.079871,13.333333,5.9,1.97,2.169,3.635015
robustness_focused,USDCAD,24,13,54.1667,1.537193,0.0,6.13,1.91,2.547,4.513812
robustness_focused,USDCHF,24,13,54.1667,1.043344,15.384615,7.79,1.57,2.139,2.721868
robustness_focused,USDJPY,24,17,70.8333,1.112311,11.764706,10.16,2.08,2.442,6.658602
robustness_focused,USDMXN,24,16,66.6667,1.120356,12.5,10.565,2.805,1.994,3.699675
robustness_focused,USDNOK,24,14,58.3333,1.189621,14.285714,4.995,1.415,2.5185,2.864601
robustness_focused,USDSGD,24,9,37.5,1.466211,0.0,6.63,2.42,2.152,4.267477
robustness_focused,USDZAR,24,12,50.0,1.369263,0.0,6.5,2.08,1.9105,2.62304
robustness_focused,XAGUSD,24,18,75.0,1.300225,11.111111,15.485,2.34,2.2115,6.646556
robustness_focused,XAUUSD,24,22,91.6667,1.026638,13.636364,13.5,2.13,2.299,6.368806
robustness_focused,XBRUSD,24,10,41.6667,1.058039,10.0,5.0,2.395,1.845,3.119863
robustness_focused,XNGUSD,24,9,37.5,0.969361,0.0,10.73,2.41,1.91,4.255319
robustness_focused,XRPUSD,24,14,58.3333,1.262686,7.142857,8.64,1.89,2.575,5.598413
robustness_focused,XTIUSD,24,13,54.1667,0.704935,30.769231,12.08,2.93,2.016,4.129477
